Address,Latitude,Longitude,ZIP_Code
4000 block of 27th Road N.,38.9073928,-77.1040842,22207
4000 block of 29th Street N.,38.905185,-77.1312647,22207
4000 block of 2nd Road N,38.8734459,-77.1046606,22203
4000 block of 35th Street N.,38.9158903,-77.119415,22207
4000 block of 38th Place N.,38.9273374,-77.1241795,22207
4000 block of 40th Street N,38.9269457,-77.1266256,22207
4000 block of 40th Street N.,38.9269457,-77.1266256,22207
4000 block of 41st Street N.,38.9276574,-77.1261792,22207
4000 block of 4th Street N.,38.872018,-77.1096913,22203
4000 block of 5th Road N,38.8772703,-77.1075965,22203
4000 block of 5th Road N.,38.8772703,-77.1075965,22203
4000 block of 5th Road S.,38.8614218,-77.1240885,22204
4000 block of 5th Street N.,38.8762125,-77.1070531,22203
4000 block of 8th Street S,38.8623316,-77.0999822,22204
4000 block of 8th Street S.,38.8623316,-77.0999822,22204
4000 block of 9th Street N.,38.8812235,-77.1076724,22203
4000 block of 9th Street S.,38.8607689,-77.0993345,22204
4000 block of Arlington Boulevard,38.8696248,-77.1028161,22204
4000 block of Campbell Ave.,38.8405897,-77.0871592,22206
4000 block of Campbell Avenue,38.8405897,-77.0871592,22206
4000 block of Cherry Hill Drive,38.8799697,-77.1067698,22203
4000 block of Cherry Hill Road,38.8969312,-77.1083421,22207
4000 block of Columbia Pike,38.85952450000001,-77.0987379,22204
4000 block of Fairfax Drive,38.882091,-77.10848440000001,22203
4000 block of Langston Boulevard,38.8969317,-77.1083431,22207
4000 block of Lee Highway,38.8969317,-77.1083431,22207
4000 block of Lorcom Lane,38.9020545,-77.10963799999999,22207
4000 block of N. 11th Street,38.8799697,-77.1067698,22203
4000 block of N. 27th Road,38.8799697,-77.1067698,22203
4000 block of N. 5th Road,38.8799697,-77.1067698,22203
4000 block of N. 5th Street,38.8799697,-77.1067698,22203
4000 block of N. 9th Street,38.8799697,-77.1067698,22203
4000 block of N. Aberdeen Street,38.918965,-77.1372035,22207
4000 block of N. Fairfax Drive,38.882091,-77.10848440000001,22203
4000 block of N. Glebe Road,38.920958,-77.13065189999999,22207
4000 block of N. Lee Highway,38.8969317,-77.1083431,22207
4000 block of N. Pershing Drive,38.87412339999999,-77.10468259999999,22203
4000 block of N. Randolph Street,38.9265796,-77.12134780000001,22207
4000 block of N. Randolph Street/3800 block of N. Nelson Street,38.9265796,-77.12134780000001,22207
4000 block of N. Richmond Street,38.9264569,-77.12258390000001,22207
4000 block of N. River Street,38.9264101,-77.1288091,22207
4000 block of N. Stuart Street,38.9249882,-77.1305179,22207
4000 block of N. Taylor Street,38.9246488,-77.1312983,22207
4000 block of N. Tazewell Street,38.9238573,-77.1325396,22207
4000 block of N. Wilson Boulevard,38.879518,-77.1079069,22203
4000 block of N. Woodstock Street,38.9197694,-77.13618,22207
4000 block of N.17th Street,38.8911504,-77.1080582,22207
4000 block of Old Dominion Drive,38.8968811,-77.1083604,22207
4000 block of S. Campbell Avenue,38.8405897,-77.0871592,22206
4000 block of S. Four Mile Run Drive,38.8459572,-77.0940157,22206
4000 block of S. Four Mile Run Drive.,38.8459572,-77.0940157,22206
4000 block of S. Quincy Street,38.8398784,-77.0875026,22206
4000 block of Vacation Lane,38.8997574,-77.1080309,22207
4000 block of Washington Boulevard,38.8860514,-77.1081657,22201
4000 block of Wilson Boulevard,38.879518,-77.1079069,22203
401 block of 12th Street S,38.863284,-77.0527635,22202
4100 block of 11th Place N.,38.8846599,-77.110137,22201
4100 block of 11th Street N,38.8838719,-77.1098403,22201
4100 block of 11th Street N.,38.8838719,-77.1098403,22201
4100 block of 18th Street N.,38.8926745,-77.1104375,22207
4100 block of 18th Street S.,38.8515013,-77.0972527,22204
4100 block of 21st Road N.,38.8972383,-77.1103723,22207
4100 block of 23rd Street N.,38.9016008,-77.11114390000002,22207
4100 block of 25th Place N.,38.9051074,-77.10948069999999,22207
4100 block of 25th Street N.,38.9038787,-77.11141359999999,22207
4100 block of 26th Road N.,38.9058396,-77.1106497,22207
4100 block of 27th Road S.,38.842386,-77.1014131,22206
4100 block of 31st Street S.,38.8390099,-77.087867,22206
4100 block of 32nd Road S.,38.8360558,-77.0852033,22206
4100 block of 33rd Street S.,38.8344663,-77.0857158,22206
4100 block of 34th Road N.,38.9164035,-77.1220719,22207
4100 block of 34th Street N.,38.9158805,-77.1207634,22207
4100 block of 36th Street S.,38.8277535,-77.08785879999999,22206
4100 block of 39th Street N.,38.9261021,-77.12684229999999,22207
4100 block of 3rd Road,38.8743498,-77.10647949999999,22203
4100 block of 3rd Road N,38.8743498,-77.10647949999999,22203
4100 block of 3rd Road N.,38.8743498,-77.10647949999999,22203
4100 block of 41st Street N.,38.9286039,-77.11904919999999,22207
4100 block of 4th Street N,38.8754747,-77.1075025,22203
4100 block of 4th Street N.,38.8754747,-77.1075025,22203
4100 block of Campbell Ave,38.8408621,-77.0887367,22206
4100 block of Campbell Avenue,38.8408621,-77.0887367,22206
4100 block of Columbia Pike,38.8586934,-77.10006609999999,22204
4100 block of Fairfax Drive,38.8818514,-77.1095268,22203
4100 block of Four Mile Run Drive,38.8477017,-77.09784839999999,22206
4100 block of Henderson Road,38.8757204,-77.108378,22203
4100 block of Langston Boulevard,38.8977767,-77.1102646,22207
4100 block of Lee Highway,38.8969502,-77.1105475,22207
4100 block of Lorcom Lane,38.9028851,-77.1113549,22207
4100 block of N. 27th Street,38.8799697,-77.1067698,22203
4100 block of N. 39th Street,38.9237016,-77.1309999,22207
4100 block of N. 3rd Road,38.8799697,-77.1067698,22203
4100 block of N. 3rd Street,38.8799697,-77.1067698,22203
4100 block of N. 4th Street,38.8799697,-77.1067698,22203
4100 block of N. Chain Bridge Road,38.933122,-77.1209759,22101
4100 block of N. Fairfax Drive,38.8818514,-77.1095268,22203
4100 block of N. Glebe Road,38.9216548,-77.1295238,22207
4100 block of N. Henderson Road,38.8757204,-77.108378,22203
4100 block of N. Old Glebe Road,38.9214961,-77.1291851,22207
4100 block of N. Pershing Street,38.8739035,-77.105176,22203
4100 block of N. Randolph Court,38.929017,-77.12082649999999,22207
4100 block of N. Randolph Street,38.9282924,-77.1217748,22207
4100 block of N. Richmond Street,38.9275478,-77.1228311,22207
4100 block of N. Ridgeview Road,38.9278243,-77.1274607,22207
4100 block of N. Vacation Lane,38.9007601,-77.1030269,22207
4100 block of N. Washington Boulevard,38.8799697,-77.1067698,22203
4100 block of N. Wilson Boulevard,38.8795741,-77.10949099999999,22203
4100 block of Old Dominion Drive,38.8976092,-77.11008749999999,22207
4100 block of Round Hill Road,38.9279266,-77.12624679999999,22207
4100 block of S. 18th Street,38.8799697,-77.1067698,22203
4100 block of S. 33rd Street,38.8799697,-77.1067698,22203
4100 block of S. 36th Street,38.8799697,-77.1067698,22203
4100 block of S. Columbia Pike,38.8586934,-77.10006609999999,22204
4100 block of S. Four Mile Run,38.8477017,-77.09784839999999,22206
4100 block of S. Four Mile Run Drive,38.8477017,-77.09784839999999,22206
4100 block of S. Stafford Street,38.829129,-77.0877775,22206
4100 block of Vacation Lane,38.8998224,-77.11229019999999,22207
4100 block of Washington Boulevard,38.8856115,-77.1099995,22201
4100 block of Wilson Boulevard,38.8795741,-77.10949099999999,22203
41st Street N,38.9276275,-77.1276759,22207
4200 block and 4300 block of S. Four Mile Run Drive,38.8521771,-77.1032986,22204
4200 block Fairfax Drive,38.882193,-77.1100727,22203
4200 block of 11th Street N,38.8839655,-77.110772,22201
4200 block of 11th Street N.,38.8839655,-77.110772,22201
4200 block of 12th Road S,38.8574926,-77.10070490000001,22204
4200 block of 12th Road S.,38.8574926,-77.10070490000001,22204
4200 block of 13th Road S,38.8547514,-77.1015111,22204
4200 block of 13th Road S.,38.8547514,-77.1015111,22204
4200 block of 13th Street S,38.8558221,-77.10064220000001,22204
4200 block of 13th Street S.,38.8558221,-77.10064220000001,22204
4200 block of 15th Street N.,38.8892211,-77.1114801,22207
4200 block of 16th Street S,38.8531794,-77.09936379999999,22204
4200 block of 16th Street S.,38.8531794,-77.09936379999999,22204
4200 block of 19th Street N.,38.894009,-77.1119934,22207
4200 block of 23rd Street N.,38.9010113,-77.11272720000001,22207
4200 block of 24th Street N.,38.9032909,-77.1136051,22207
4200 block of 25th Street N.,38.9048257,-77.11284599999999,22207
4200 block of 28th Street S.,38.8403499,-77.09147550000002,22206
4200 block of 29th Street S.,38.8399964,-77.09188739999999,22206
4200 block of 2nd Road,38.8734459,-77.1046606,22203
4200 block of 2nd Road N,38.8734459,-77.1046606,22203
4200 block of 2nd Road N.,38.8734459,-77.1046606,22203
4200 block of 31st Street N.,38.9124886,-77.1162684,22207
4200 block of 31st Street S,38.8382094,-77.08885459999999,22206
4200 block of 31ST Street S.,38.8382094,-77.08885459999999,22206
4200 block of 32nd Road S.,38.835901,-77.086496,22206
4200 block of 32nd Street S.,38.8369461,-77.0860502,22206
4200 block of 34th Street S.,38.8331735,-77.0872154,22206
4200 block of 35th Street S.,38.8310016,-77.0865318,22206
4200 block of 38th Road N.,38.9238045,-77.1262529,22207
4200 block of 39th Street N.,38.9240979,-77.1296631,22207
4200 block of 4th Street N,38.873709,-77.1060339,22203
4200 block of 4th Street N.,38.873709,-77.1060339,22203
4200 block of 7th Road S.,38.86182030000001,-77.1044008,22204
4200 block of 8th Street S.,38.8614536,-77.1032769,22204
4200 block of Arlington Boulevard,38.86894909999999,-77.10601919999999,22204
4200 block of Campbell Ave,38.8410646,-77.0901363,22206
4200 block of Campbell Avenue,38.8410646,-77.0901363,22206
4200 block of Carlin Springs Road,38.8778352,-77.1113285,22203
4200 block of Cherry Hill Road,38.8968386,-77.11222599999999,22207
4200 block of Columbia Pike,38.8584176,-77.10182739999999,22204
4200 block of Fairfax Drive,38.882193,-77.1100727,22203
4200 block of Henderson Road,38.8752249,-77.10880209999999,22203
4200 block of Langston Boulevard,38.8985746,-77.11178819999999,22207
4200 block of Lee Highway,38.8970264,-77.10851939999999,22207
4200 block of Lorcom Lane,38.9014757,-77.1128971,22207
4200 block of N. 23rd Street,38.8799697,-77.1067698,22203
4200 block of N. 2nd Road,38.8799697,-77.1067698,22203
4200 block of N. 2nd Street,38.8799697,-77.1067698,22203
4200 block of N. 31st Street,38.8799697,-77.1067698,22203
4200 block of N. 4th Street,38.8799697,-77.1067698,22203
4200 block of N. Carlin Springs Road,38.8778352,-77.1113285,22203
4200 block of N. Fairfax Drive,38.882193,-77.1100727,22203
4200 block of N. Glebe Road,38.92297569999999,-77.128135,22207
4200 block of N. Lorcom Lane,38.9014757,-77.1128971,22207
4200 block of N. Old Glebe Road,38.9221385,-77.1264705,22207
4200 block of N. Pershing Drive,38.87287999999999,-77.106174,22203
4200 block of N. Stuart Street,38.9122289,-77.1173374,22207
4200 block of N. Wilson Boulevard,38.879724,-77.11043,22203
4200 block of N. Wilson Boulveard,38.879724,-77.11043,22203
4200 block of Pershing Drive,38.87287999999999,-77.106174,22203
4200 block of S. 12th Road,38.8799697,-77.1067698,22203
4200 block of S. 13th Road,38.8799697,-77.1067698,22203
4200 block of S. 16th Street,38.8799697,-77.1067698,22203
4200 block of S. 28th Street,38.8403499,-77.09147550000002,22206
4200 block of S. 31st Street,38.8799697,-77.1067698,22203
4200 block of S. 36th Street,38.8799697,-77.1067698,22203
4200 block of S. Campbell Avenue,38.8410646,-77.0901363,22206
4200 block of S. Campbell Street,38.8799697,-77.1067698,22203
4200 block of S. Columbia Pike,38.8584176,-77.10182739999999,22204
4200 block of S. Fairfax Drive,38.882193,-77.1100727,22203
4200 block of S. Four Mile Run,38.8505704,-77.1020494,22206
4200 block of S. Four Mile Run Drive,38.8505704,-77.1020494,22206
4200 block of S. Four Mile Run Road,38.8505704,-77.1020494,22206
4200 block of Vacation Lane,38.9016929,-77.1128528,22207
4200 block of Washington Boulevard,38.8855976,-77.1109487,22201
4200 block of Wilson Boulevard,38.879724,-77.11043,22203
4200 Pershing Drive,38.87287999999999,-77.106174,22203
4200block of Campbell Avenue,38.8410646,-77.0901363,22206
4201 31st Street S.,38.8386573,-77.0902421,22206
426 23rd Street S.,38.8530954,-77.0532532,22202
4300 block of 11th Street N.,38.8838165,-77.1128969,22201
4300 block of 12th Road S.,38.8566854,-77.10220869999999,22204
4300 block of 13th Street N.,38.8872987,-77.11323639999999,22201
4300 block of 15th Street N.,38.8890176,-77.1133529,22207
4300 block of 16th Street S,38.8525718,-77.10179339999999,22204
4300 block of 16th Street S.,38.8525718,-77.10179339999999,22204
4300 block of 17th Street N,38.89138760000001,-77.1133241,22207
4300 block of 18th Street N.,38.89249410000001,-77.1133466,22207
4300 block of 19th Street N.,38.89358319999999,-77.11397900000001,22207
4300 block of 24th Street N.,38.9027057,-77.11494669999999,22207
4300 block of 26th Street N.,38.9103085,-77.1174731,22207
4300 block of 29th Street S.,38.839913,-77.0929586,22206
4300 block of 2nd Road N,38.87208589999999,-77.10614749999999,22203
4300 block of 2nd Road N.,38.87208589999999,-77.10614749999999,22203
4300 block of 31st Street N.,38.9115106,-77.117572,22207
4300 block of 34th Street S,38.8331698,-77.08745139999999,22206
4300 block of 34th Street S.,38.8331698,-77.08745139999999,22206
4300 block of 35th Street N.,38.9163115,-77.1233589,22207
4300 block of 35th Street S.,38.8311008,-77.08835069999999,22206
4300 block of 36th Street S,38.8298289,-77.0896611,22206
4300 block of 36th Street S.,38.8298289,-77.0896611,22206
4300 block of 37th Road N.,38.9185722,-77.1238424,22207
4300 block of 39th Street N.,38.92374179999999,-77.13042709999999,22207
4300 block of 40th Street N.,38.9243714,-77.1312137,22207
4300 block of 4th Court N.,38.8738449,-77.1087726,22203
4300 block of 4th Street N,38.8733492,-77.1085591,22203
4300 block of 4th Street N.,38.8733492,-77.1085591,22203
4300 block of 4th Street S.,38.8642369,-77.107143,22204
4300 block of 6th Street S.,38.8633773,-77.10622169999999,22204
4300 block of 7th Street N.,38.87906450000001,-77.1125773,22203
4300 block of 8th Street S.,38.8611277,-77.1053898,22204
4300 block of Arlington Boulevard,38.8684678,-77.10651519999999,22203
4300 block of Cherry Hill Road,38.8969802,-77.1134786,22207
4300 block of Columbia Pike,38.8576835,-77.1034865,22204
4300 block of Fairfax Drive,38.8821236,-77.1127004,22203
4300 block of Henderson Road,38.8749633,-77.1096213,22203
4300 block of Langston Boulevard,38.8983023,-77.11341399999999,22207
4300 block of Lee Highway,38.89682450000001,-77.1135388,22207
4300 block of Lorcom Lane,38.9008059,-77.11399779999999,22207
4300 block of N. 24th Street,38.8799697,-77.1067698,22203
4300 block of N. 31st Street,38.8799697,-77.1067698,22203
4300 block of N. 40th Street,38.8799697,-77.1067698,22203
4300 block of N. 4th Street,38.8799697,-77.1067698,22203
4300 block of N. Carlin Springs Road,38.8771644,-77.1117957,22203
4300 block of N. Carlin Springs Street,38.8771644,-77.1117957,22203
4300 block of N. Fairfax Drive,38.8821236,-77.1127004,22203
4300 block of N. Henderson Road,38.8749633,-77.1096213,22203
4300 block of N. Lee Highway,38.8970264,-77.10851939999999,22207
4300 block of N. Old Dominion Drive,38.9059821,-77.1320269,22207
4300 block of N. Pershing Drive,38.8727273,-77.1068422,22203
4300 block of N. Pershing Street,38.8727273,-77.1068422,22203
4300 block of N. Wilson Boulevard,38.879629,-77.1126498,22203
4300 block of Old Dominion Drive,38.8986084,-77.11363879999999,22207
4300 block of Old Dominion Road,38.8986084,-77.11363879999999,22207
4300 block of S. 12th Street,38.8635231,-77.0748704,22204
4300 block of S. 32nd Road,38.8799697,-77.1067698,22203
4300 block of S. 36th Street,38.8799697,-77.1067698,22203
4300 block of S. 4th Street,38.8799697,-77.1067698,22203
4300 block of S. 8th Street,38.8799697,-77.1067698,22203
4300 block of S. Columbia Pike,38.8576835,-77.1034865,22204
4300 block of S. Four Mile Run Drive,38.8521771,-77.1032986,22204
4300 block of Washington Boulevard,38.8853606,-77.11260879999999,22201
4300 block of Wilson Boulevard,38.879629,-77.1126498,22203
4400 block of 10th Road N,38.8822223,-77.12562559999999,22205
4400 block of 11th Street N.,38.8835565,-77.1142007,22201
4400 block of 11th Street S.,38.853298,-77.1100924,22204
4400 block of 15th Street N.,38.888775,-77.114413,22201
4400 block of 18th Street N.,38.89246929999999,-77.11491989999999,22207
4400 block of 19th Road N,38.8942117,-77.11467460000001,22201
4400 block of 19th Street N.,38.8935492,-77.11470899999999,22207
4400 block of 1st Road N.,38.8745912,-77.0962053,22201
4400 block of 1st Street S,38.8665952,-77.1086715,22204
4400 block of 1st Street S.,38.8665952,-77.1086715,22204
4400 block of 20th Road N.,38.8955302,-77.1146502,22207
4400 block of 25th Street N.,38.9041556,-77.120203,22207
4400 block of 31st Street S,38.8374906,-77.09148019999999,22206
4400 block of 31st Street S.,38.8374906,-77.09148019999999,22206
4400 block of 33rd Road N.,38.9137464,-77.1237525,22207
4400 block of 33rd Street N.,38.912707,-77.1236177,22207
4400 block of 33rd Street N./4200 block of 32nd Road N,38.912707,-77.1236177,22207
4400 block of 34th Street S.,38.833623,-77.0888526,22206
4400 block of 35th Street N.,38.9160616,-77.1241795,22207
4400 block of 36th Street N.,38.9165797,-77.1252162,22207
4400 block of 36th Street S.,38.8305977,-77.09020819999999,22206
4400 block of 38th Street N.,38.9195957,-77.1277394,22207
4400 block of 41st Street N.,38.923093,-77.134192,22207
4400 block of 4th Road N,38.8739194,-77.1113237,22203
4400 block of 4th Road N.,38.8739194,-77.1113237,22203
4400 block of 4th Street N,38.8712964,-77.1099527,22203
4400 block of 4th Street N.,38.8712964,-77.1099527,22203
4400 block of 4th Street S.,38.864085,-77.1077724,22204
4400 block of 4th Street S./ 2500 block of S. Arlington Mill Drive/2100 block of S. Quebec Street/2800 block of S. Wakefield Street,38.8491158,-77.0949598,22204
4400 block of 7th Street N.,38.8783379,-77.11322299999999,22203
4400 block of 8th Street S.,38.8605655,-77.1061091,22204
4400 block of Arlington Boulevard,38.867823,-77.108938,22204
4400 block of Ashford Dunwoody Road,38.8799697,-77.1067698,22203
4400 block of block of 1st Street S,38.8667783,-77.1094707,22204
4400 block of Cherry Hill Road,38.8980922,-77.1172798,22207
4400 block of Dittmar Road,38.9195603,-77.12636599999999,22207
4400 block of Fairfax Drive,38.882364,-77.1142812,22203
4400 block of Henderson Road,38.872906,-77.11094,22203
4400 block of Langston Boulevard,38.8990631,-77.1173621,22207
4400 block of Lee Highway,38.8980922,-77.1172798,22207
4400 block of Lynn Street,38.8482405,-77.0654175,22202
4400 block of N. 15th Street,38.8799697,-77.1067698,22203
4400 block of N. 19th Street,38.8799697,-77.1067698,22203
4400 block of N. 4th Road,38.8799697,-77.1067698,22203
4400 block of N. 4th Street,38.8799697,-77.1067698,22203
4400 block of N. Carlin Spring Road,38.8768337,-77.1128895,22203
4400 block of N. Carlin Springs Road,38.8768337,-77.1128895,22203
4400 block of N. Fairfax Drive,38.882364,-77.1142812,22203
4400 block of N. Henderson Street,38.872906,-77.11094,22203
4400 block of N. Lee Highway,38.8970264,-77.10851939999999,22207
4400 block of N. Old Glebe Road,38.9241087,-77.1246455,22207
4400 block of N. Pershing Drive,38.870605,-77.10932799999999,22203
4400 block of N. Pershing Drive/5700 block of 11th Street N./700 block of N. Kensington Street/5600 block of 5th Street N,38.8723888,-77.1265416,22205
4400 block of N. Wilson Boulevard,38.8797338,-77.11415219999999,22203
4400 block of Old Dominion Drive,38.8990757,-77.11745959999999,22207
4400 block of Pershing Drive,38.870605,-77.10932799999999,22203
4400 block of Rock Spring Drive,38.9104483,-77.12188789999999,22207
4400 block of S. 31st Street,38.8799697,-77.1067698,22203
4400 block of S. 36th Street,38.8799697,-77.1067698,22203
4400 block of S. 4th Street,38.8799697,-77.1067698,22203
4400 block of S. 6th Street,38.8799697,-77.1067698,22203
4400 block of S. 9th Street,38.8799697,-77.1067698,22203
4400 block of S. Four Mile Run,38.8527429,-77.1040412,22204
4400 block of S. Four Mile Run Drive,38.8527429,-77.1040412,22204
4400 block of S. Pershing Court,38.8657869,-77.10826689999999,22204
4400 block of S. Pershing Drive,38.8657869,-77.10826689999999,22204
4400 block of Vacation Lane,38.9048229,-77.11662799999999,22207
4400 block of Washington Boulevard,38.8854901,-77.1141417,22201
4400 block of Wilson Boulevard,38.8797338,-77.11415219999999,22203
4400 block of Wilson Boulevard/4600 block of Fairfax Drive,38.8797338,-77.11415219999999,22203
4500 block 31st Street S,38.8375279,-77.09282429999999,22206
4500 block Arlington Boulevard,38.8679628,-77.1111396,22203
4500 block N. 15th Street,38.8799697,-77.1067698,22203
4500 block of 11th Street N.,38.8836821,-77.1149801,22201
4500 block of 15th Street N.,38.8889687,-77.1163989,22207
4500 block of 16th Street N.,38.8900699,-77.1165771,22207
4500 block of 18th Street N.,38.8924174,-77.1169761,22207
4500 block of 19th Road N.,38.8944768,-77.1170775,22207
4500 block of 19th Street N.,38.8935148,-77.11663,22207
4500 block of 20th Street N.,38.8947679,-77.11752709999999,22207
4500 block of 25th Road N.,38.9078997,-77.1192757,22207
4500 block of 26th Street N,38.9082561,-77.1194058,22207
4500 block of 28th Road S,38.8447976,-77.09585899999999,22206
4500 block of 28th Road S.,38.8447976,-77.09585899999999,22206
4500 block of 2nd Street N.,38.8696023,-77.1100651,22203
4500 block of 31st Street S,38.8375279,-77.09282429999999,22206
4500 block of 31st Street S.,38.8375279,-77.09282429999999,22206
4500 block of 32nd Road N.,38.91204889999999,-77.1245884,22207
4500 block of 34th Street S.,38.83398280000001,-77.0901379,22206
4500 block of 35th Road N.,38.9160016,-77.12651679999999,22207
4500 block of 35th Street N.,38.9154391,-77.1253777,22207
4500 block of 35th Street S.,38.8315315,-77.0891682,22206
4500 block of 36th Street S.,38.83101610000001,-77.0911832,22206
4500 block of 37th Place N.,38.9183783,-77.1283034,22207
4500 block of 37th Street N.,38.9161223,-77.1304341,22207
4500 block of 38th Street N.,38.9186405,-77.1303822,22207
4500 block of 39th Street N.,38.9216522,-77.1323256,22207
4500 block of 40th Street N.,38.9223802,-77.13322699999999,22207
4500 block of 41st Street N.,38.9224831,-77.13424739999999,22207
4500 block of 4th Road N.,38.8741355,-77.11361629999999,22203
4500 block of 6th Street S.,38.8626681,-77.107941,22204
4500 block of 7th Street N.,38.8779754,-77.1142241,22203
4500 block of 8th Street S.,38.8606259,-77.1070082,22204
4500 block of 9th Street S.,38.85945840000001,-77.1068059,22204
4500 block of Arlington Boulevard,38.8679628,-77.1111396,22203
4500 block of Carlin Springs Road,38.8762723,-77.11357459999999,22203
4500 block of Cherry Hill Road,38.898419,-77.1181654,22207
4500 block of Columbia Pike,38.8571906,-77.105397,22204
4500 block of Dittmar Road,38.917781,-77.1264501,22207
4500 block of Fairfax Drive,38.8820517,-77.114865,22203
4500 block of Henderson Road,38.8716203,-77.1105414,22203
4500 block of Langston Boulevard,38.8989389,-77.1180273,22207
4500 block of Lee Highway,38.89834949999999,-77.118235,22207
4500 block of N. 11th Street,38.8799697,-77.1067698,22203
4500 block of N. 25th Road,38.8799697,-77.1067698,22203
4500 block of N. 26th Street,38.8799697,-77.1067698,22203
4500 block of N. 2nd Street,38.8799697,-77.1067698,22203
4500 block of N. 37th Place,38.8799697,-77.1067698,22203
4500 block of N. 7th Street,38.8799697,-77.1067698,22203
4500 block of N. Carlin Springs Road,38.8762723,-77.11357459999999,22203
4500 block of N. Glebe Road,38.9255776,-77.1189598,22207
4500 block of N. Lee Highway,38.8970264,-77.10851939999999,22207
4500 block of N. Old Glebe Road,38.9260445,-77.1221079,22207
4500 block of N. Pershing Drive,38.8698117,-77.110835,22203
4500 block of Pershing Drive,38.8698117,-77.110835,22203
4500 block of S. 28th Road,38.8422448,-77.09235199999999,22206
4500 block of S. 31st Street,38.8799697,-77.1067698,22203
4500 block of S. 8th Road,38.8799697,-77.1067698,22203
4500 block of S. Abingdon Street,38.834879,-77.0941943,22206
4500 block of S. Four Mile Run Drive,38.8541666,-77.10617649999999,22204
4500 block of Wilson Boulevard,38.8797399,-77.1150366,22203
4500 block of1 31st Street S.,38.8378002,-77.0932561,22206
4600 block of 13th Street N,38.8868951,-77.1180172,22207
4600 block of 13th Street N.,38.8868951,-77.1180172,22207
4600 block of 14th Street,38.8877777,-77.1183959,22207
4600 block of 14th Street N.,38.8877777,-77.1183959,22207
4600 block of 15th Street N.,38.8887159,-77.1174795,22207
4600 block of 16th Street N.,38.8901838,-77.1175875,22207
4600 block of 17th Street N.,38.891307,-77.1179365,22207
4600 block of 19th Road N.,38.8940655,-77.1184261,22207
4600 block of 19th Street N.,38.8934729,-77.1184601,22207
4600 block of 20th Road N,38.8969304,-77.11882949999999,22207
4600 block of 20th Road N.,38.8969304,-77.11882949999999,22207
4600 block of 20th Street N.,38.8947128,-77.118471,22207
4600 block of 21st Street N.,38.8978441,-77.1193078,22207
4600 block of 22nd Street N,38.899195,-77.12048329999999,22207
4600 block of 23rd Road N.,38.9005584,-77.12138759999999,22207
4600 block of 23rd Street N.,38.89984889999999,-77.1208734,22207
4600 block of 24th Street N,38.9013979,-77.12118389999999,22207
4600 block of 24th Street N.,38.9013979,-77.12118389999999,22207
4600 block of 25th Street N.,38.9025924,-77.1241806,22207
4600 block of 26th Street N.,38.9052804,-77.1235952,22207
4600 block of 28th Road S,38.84334140000001,-77.0980641,22206
4600 block of 28th Road S.,38.84334140000001,-77.0980641,22206
4600 block of 2nd Road N.,38.8712536,-77.1130337,22203
4600 block of 2nd Street N.,38.869688,-77.1126274,22203
4600 block of 2nd Street S.,38.8646275,-77.1097504,22204
4600 block of 30th Road S.,38.838703,-77.0959261,22206
4600 block of 31st Road S.,38.8365713,-77.0934312,22206
4600 block of 31st Street S.,38.8374811,-77.09466429999999,22206
4600 block of 32nd Road N.,38.9113313,-77.1281798,22207
4600 block of 32nd Street N.,38.9107305,-77.1272722,22207
4600 block of 33rd Street N.,38.9120431,-77.1285912,22207
4600 block of 34th Street N.,38.9138211,-77.1287886,22207
4600 block of 34th Street S.,38.8341173,-77.0916647,22206
4600 block of 35th Street N.,38.9147288,-77.1267596,22207
4600 block of 36th Road S.,38.8319642,-77.09214519999999,22206
4600 block of 36th Street N.,38.9151873,-77.13212779999999,22207
4600 block of 36th Street S.,38.8319642,-77.09214519999999,22206
4600 block of 37th Street N.,38.9165563,-77.1323822,22207
4600 block of 38th Street N.,38.9183647,-77.1311463,22207
4600 block of 3rd Street N.,38.871741,-77.1119531,22203
4600 block of 3rd Street S.,38.8638952,-77.11026100000001,22204
4600 block of 40th Street N,38.9206723,-77.134562,22207
4600 block of 40th Street N.,38.9206723,-77.134562,22207
4600 block of 41st Street N.,38.9212441,-77.13573060000002,22207
4600 block of 4th Road N.,38.8742143,-77.1147644,22203
4600 block of 4th Street S,38.8631143,-77.1108474,22204
4600 block of 4th Street S.,38.8631143,-77.1108474,22204
4600 block of 5th Street S.,38.8628083,-77.1118802,22204
4600 block of 6th Street S.,38.8625321,-77.109015,22204
4600 block of 7th Road N.,38.8782304,-77.1163426,22203
4600 block of 7th Street S.,38.8607782,-77.10871709999999,22204
4600 block of 8th Road S.,38.8596721,-77.1078174,22204
4600 block of 8th Street S.,38.8604953,-77.1079883,22204
4600 block of 9th Street S,38.8592824,-77.1073782,22204
4600 block of 9th Street S.,38.8592824,-77.1073782,22204
4600 block of Arlington Boulevard,38.8679628,-77.1111396,22203
4600 block of Cherry Hill Road,38.8983614,-77.1198659,22207
4600 block of Columbia Pike,38.8572797,-77.10649029999999,22204
4600 block of Dittmar Road,38.916519,-77.1283691,22207
4600 block of Fairfax Drive,38.8810499,-77.1171,22203
4600 block of King Street,38.8408072,-77.10687329999999,22302
4600 block of King Street S.,38.8408072,-77.10687329999999,22302
4600 block of Langston Boulevard,38.8983614,-77.1198659,22207
4600 block of Lee Highway,38.89834829999999,-77.1197536,22207
4600 block of N. 13th Street,38.8799697,-77.1067698,22203
